CustomerID,Recency,Frequency,Monetary,FirstPurchase,LastPurchase,CountryMode,CustomerTenureDays,AverageBasket,Cluster,segment_name
13888,120,7,2001.59,2010-05-13 11:57:00,2011-08-12 10:13:00,United Kingdom,576,285.94142857142856,2,Actifs à montant élevé
13889,93,6,1991.23,2010-01-22 14:32:00,2011-09-08 09:13:00,United Kingdom,686,331.87166666666667,2,Actifs à montant élevé
13890,1,14,2927.38,2009-12-06 15:15:00,2011-12-08 15:36:00,United Kingdom,733,209.09857142857143,0,Champions
13891,378,3,859.21,2010-05-06 16:02:00,2010-11-26 15:57:00,United Kingdom,582,286.40333333333336,4,Achats anciens
13892,27,6,1267.6499999999999,2010-05-13 10:32:00,2011-11-13 11:50:00,United Kingdom,576,211.27499999999998,2,Actifs à montant élevé
13893,298,1,821.1,2011-02-15 11:30:00,2011-02-15 11:30:00,United Kingdom,298,821.1,4,Achats anciens
13894,24,3,564.62,2011-02-02 12:54:00,2011-11-16 09:44:00,United Kingdom,310,188.20666666666668,3,Achats récents occasionnels
13895,28,6,4008.52,2009-12-03 13:09:00,2011-11-11 16:57:00,United Kingdom,736,668.0866666666667,2,Actifs à montant élevé
13896,626,1,388.55,2010-03-24 08:55:00,2010-03-24 08:55:00,United Kingdom,626,388.55,1,Achats anciens à faible montant
13897,50,3,1160.72,2010-01-31 13:48:00,2011-10-20 14:30:00,United Kingdom,677,386.9066666666667,3,Achats récents occasionnels
13898,326,2,686.4,2010-10-24 15:42:00,2011-01-18 10:28:00,United Kingdom,411,343.2,4,Achats anciens
13899,16,2,388.52,2011-03-10 09:30:00,2011-11-23 13:40:00,United Kingdom,275,194.26,3,Achats récents occasionnels
13900,183,6,1610.59,2010-03-25 13:46:00,2011-06-09 19:26:00,United Kingdom,624,268.4316666666667,4,Achats anciens
13901,72,15,5676.34,2010-01-05 09:29:00,2011-09-28 14:48:00,United Kingdom,704,378.42266666666666,2,Actifs à montant élevé
13902,632,5,34095.26,2009-12-15 10:02:00,2010-03-17 13:09:00,Denmark,725,6819.052000000001,4,Achats anciens
13903,400,1,165.45000000000002,2010-11-04 17:44:00,2010-11-04 17:44:00,United Kingdom,400,165.45000000000002,1,Achats anciens à faible montant
13904,37,2,332.64,2011-02-18 11:18:00,2011-11-02 13:41:00,United Kingdom,295,166.32,3,Achats récents occasionnels
13905,733,1,312.65,2009-12-07 11:41:00,2009-12-07 11:41:00,United Kingdom,733,312.65,1,Achats anciens à faible montant
13906,409,1,42.0,2010-10-26 15:00:00,2010-10-26 15:00:00,United Kingdom,409,42.0,1,Achats anciens à faible montant
13907,692,1,136.8,2010-01-17 12:22:00,2010-01-17 12:22:00,United Kingdom,692,136.8,1,Achats anciens à faible montant
13908,80,4,2369.55,2011-03-08 12:04:00,2011-09-21 11:49:00,United Kingdom,277,592.3875,2,Actifs à montant élevé
13909,423,2,282.85,2010-07-06 16:52:00,2010-10-12 17:22:00,United Kingdom,521,141.425,1,Achats anciens à faible montant
13911,57,20,4234.99,2010-03-01 16:31:00,2011-10-13 15:43:00,United Kingdom,648,211.74949999999998,2,Actifs à montant élevé
13912,424,1,124.95,2010-10-12 08:43:00,2010-10-12 08:43:00,United Kingdom,424,124.95,1,Achats anciens à faible montant
13913,507,1,42.22,2010-07-21 10:11:00,2010-07-21 10:11:00,United Kingdom,507,42.22,1,Achats anciens à faible montant
13914,12,2,626.45,2011-11-03 16:28:00,2011-11-28 10:35:00,United Kingdom,36,313.225,3,Achats récents occasionnels
13915,394,1,70.80000000000001,2010-11-10 15:17:00,2010-11-10 15:17:00,United Kingdom,394,70.80000000000001,1,Achats anciens à faible montant
13916,464,4,1275.81,2010-02-02 10:06:00,2010-09-02 10:04:00,United Kingdom,676,318.9525,4,Achats anciens
13917,50,2,272.04,2011-06-01 12:46:00,2011-10-21 09:56:00,United Kingdom,192,136.02,3,Achats récents occasionnels
13918,50,2,1212.8400000000001,2011-03-31 18:05:00,2011-10-21 12:25:00,United Kingdom,253,606.4200000000001,3,Achats récents occasionnels
13919,59,4,1360.68,2010-06-17 09:30:00,2011-10-11 14:24:00,Denmark,541,340.17,2,Actifs à montant élevé
13920,432,4,1774.68,2010-05-26 15:48:00,2010-10-04 12:37:00,United Kingdom,562,443.67,4,Achats anciens
13921,402,4,730.7,2009-12-18 12:19:00,2010-11-02 16:32:00,United Kingdom,722,182.675,4,Achats anciens
13922,352,3,865.2,2010-08-29 14:36:00,2010-12-23 10:38:00,United Kingdom,467,288.40000000000003,4,Achats anciens
13923,54,1,351.13,2011-10-17 12:33:00,2011-10-17 12:33:00,United Kingdom,54,351.13,3,Achats récents occasionnels
13924,2,6,1838.8500000000001,2011-09-28 15:07:00,2011-12-08 09:39:00,United Kingdom,72,306.475,2,Actifs à montant élevé
13925,93,4,678.25,2011-07-28 12:09:00,2011-09-08 12:47:00,United Kingdom,135,169.5625,4,Achats anciens
13926,23,1,223.85000000000002,2011-11-16 13:16:00,2011-11-16 13:16:00,United Kingdom,23,223.85000000000002,3,Achats récents occasionnels
13927,75,2,708.26,2010-09-28 16:12:00,2011-09-26 12:00:00,United Kingdom,437,354.13,3,Achats récents occasionnels
13928,11,4,464.57,2011-07-29 15:59:00,2011-11-29 10:33:00,United Kingdom,133,116.1425,3,Achats récents occasionnels
13929,169,11,3494.1,2010-01-14 07:25:00,2011-06-23 15:26:00,United Kingdom,695,317.6454545454545,2,Actifs à montant élevé
13930,58,2,337.34,2011-07-26 11:00:00,2011-10-13 09:45:00,United Kingdom,137,168.67,3,Achats récents occasionnels
13931,96,11,5257.38,2009-12-03 10:26:00,2011-09-05 10:12:00,United Kingdom,737,477.94363636363636,2,Actifs à montant élevé
13932,295,1,307.4,2011-02-18 12:02:00,2011-02-18 12:02:00,United Kingdom,295,307.4,1,Achats anciens à faible montant
13933,109,2,608.7900000000001,2011-07-14 13:35:00,2011-08-22 14:03:00,United Kingdom,148,304.39500000000004,4,Achats anciens
13934,264,1,922.1,2011-03-21 08:39:00,2011-03-21 08:39:00,United Kingdom,264,922.1,4,Achats anciens
13935,597,3,6116.92,2010-02-25 16:01:00,2010-04-22 11:21:00,United Kingdom,652,2038.9733333333334,4,Achats anciens
13936,180,3,939.66,2010-10-21 14:21:00,2011-06-13 08:47:00,United Kingdom,414,313.21999999999997,4,Achats anciens
13937,169,2,880.13,2010-11-02 12:37:00,2011-06-23 16:35:00,United Kingdom,403,440.065,4,Achats anciens
13938,35,1,71.66,2011-11-04 14:37:00,2011-11-04 14:37:00,United Kingdom,35,71.66,3,Achats récents occasionnels
13939,23,7,1560.96,2010-04-06 12:43:00,2011-11-16 13:33:00,United Kingdom,613,222.99428571428572,2,Actifs à montant élevé
13940,17,4,839.14,2011-07-18 16:05:00,2011-11-22 15:15:00,United Kingdom,144,209.785,3,Achats récents occasionnels
13941,22,15,11122.300000000001,2009-12-16 16:10:00,2011-11-18 09:43:00,United Kingdom,723,741.4866666666668,0,Champions
13942,535,1,320.0,2010-06-23 12:35:00,2010-06-23 12:35:00,United Kingdom,535,320.0,1,Achats anciens à faible montant
13943,578,1,246.54,2010-05-11 11:30:00,2010-05-11 11:30:00,United Kingdom,578,246.54,1,Achats anciens à faible montant
13944,653,1,200.43,2010-02-24 15:02:00,2010-02-24 15:02:00,United Kingdom,653,200.43,1,Achats anciens à faible montant
13945,395,2,854.15,2010-08-17 09:59:00,2010-11-10 10:00:00,United Kingdom,480,427.075,4,Achats anciens
13946,79,6,1876.23,2009-12-04 11:07:00,2011-09-21 13:33:00,United Kingdom,736,312.705,2,Actifs à montant élevé
13947,65,1,90.6,2011-10-05 14:42:00,2011-10-05 14:42:00,United Kingdom,65,90.6,1,Achats anciens à faible montant
13948,361,4,548.76,2009-12-04 12:14:00,2010-12-14 10:18:00,United Kingdom,736,137.19,4,Achats anciens
13949,3,6,2427.32,2011-09-06 11:55:00,2011-12-07 09:35:00,United Kingdom,95,404.55333333333334,2,Actifs à montant élevé
13950,11,4,745.06,2011-04-07 11:29:00,2011-11-28 14:44:00,United Kingdom,247,186.265,3,Achats récents occasionnels
13951,176,3,674.45,2011-02-18 15:21:00,2011-06-16 16:43:00,United Kingdom,294,224.8166666666667,4,Achats anciens
13952,218,14,12823.521,2009-12-16 09:41:00,2011-05-06 09:00:00,United Kingdom,724,915.9657857142857,2,Actifs à montant élevé
13953,7,12,6640.68,2009-12-11 12:58:00,2011-12-02 16:04:00,United Kingdom,728,553.39,0,Champions
13954,2,2,439.92,2011-09-30 10:52:00,2011-12-08 12:50:00,United Kingdom,71,219.96,3,Achats récents occasionnels
13955,154,3,544.0699999999999,2010-11-29 17:35:00,2011-07-08 17:19:00,United Kingdom,375,181.35666666666665,4,Achats anciens
13956,5,5,1019.27,2011-03-13 12:51:00,2011-12-04 13:20:00,United Kingdom,271,203.85399999999998,3,Achats récents occasionnels
13957,418,3,458.25,2010-02-19 10:32:00,2010-10-18 10:02:00,United Kingdom,659,152.75,4,Achats anciens
13958,380,8,4709.2300000000005,2009-12-05 13:12:00,2010-11-25 10:11:00,United Kingdom,734,588.6537500000001,4,Achats anciens
13959,79,6,1064.77,2010-07-16 15:11:00,2011-09-21 15:06:00,United Kingdom,511,177.46166666666667,2,Actifs à montant élevé
13960,21,2,230.22,2011-09-29 12:39:00,2011-11-18 15:27:00,United Kingdom,72,115.11,3,Achats récents occasionnels
13961,392,1,538.4,2010-11-12 14:40:00,2010-11-12 14:40:00,United Kingdom,392,538.4,1,Achats anciens à faible montant
13962,22,3,362.8,2010-09-30 10:35:00,2011-11-18 08:47:00,United Kingdom,436,120.93333333333334,3,Achats récents occasionnels
13963,308,17,3011.87,2010-04-21 16:20:00,2011-02-04 14:43:00,United Kingdom,597,177.16882352941175,2,Actifs à montant élevé
13964,387,2,438.9,2010-10-05 12:38:00,2010-11-17 13:53:00,United Kingdom,431,219.45,1,Achats anciens à faible montant
13965,477,3,996.61,2010-01-05 15:21:00,2010-08-20 10:40:00,United Kingdom,703,332.2033333333333,4,Achats anciens
13966,435,1,384.26,2010-09-30 13:08:00,2010-09-30 13:08:00,United Kingdom,435,384.26,1,Achats anciens à faible montant
13967,146,2,166.3,2010-11-08 13:24:00,2011-07-17 12:02:00,United Kingdom,396,83.15,1,Achats anciens à faible montant
13968,423,1,123.66,2010-10-12 13:22:00,2010-10-12 13:22:00,United Kingdom,423,123.66,1,Achats anciens à faible montant
13969,7,35,13291.05,2010-03-25 13:15:00,2011-12-02 15:11:00,United Kingdom,624,379.7442857142857,0,Champions
13970,386,2,846.55,2010-09-28 11:53:00,2010-11-18 13:21:00,United Kingdom,438,423.275,4,Achats anciens
13971,19,14,4667.57,2010-01-26 09:51:00,2011-11-21 12:06:00,United Kingdom,683,333.3978571428571,0,Champions
13972,71,2,190.25,2011-05-22 11:34:00,2011-09-30 11:54:00,United Kingdom,202,95.125,3,Achats récents occasionnels
13973,287,1,264.7,2011-02-25 15:21:00,2011-02-25 15:21:00,United Kingdom,287,264.7,1,Achats anciens à faible montant
13974,49,2,677.72,2010-05-06 17:55:00,2011-10-21 14:41:00,United Kingdom,582,338.86,3,Achats récents occasionnels
13975,31,12,5256.4,2010-02-02 13:13:00,2011-11-08 13:19:00,United Kingdom,675,438.0333333333333,2,Actifs à montant élevé
13976,207,4,1192.36,2010-02-09 13:08:00,2011-05-17 09:13:00,United Kingdom,668,298.09,4,Achats anciens
13977,411,1,519.8100000000001,2010-10-24 14:08:00,2010-10-24 14:08:00,United Kingdom,411,519.8100000000001,1,Achats anciens à faible montant
13978,15,2,196.79000000000002,2011-10-25 15:04:00,2011-11-25 11:36:00,United Kingdom,45,98.39500000000001,3,Achats récents occasionnels
13979,73,7,3379.93,2009-12-03 10:02:00,2011-09-27 13:32:00,United Kingdom,737,482.84714285714284,2,Actifs à montant élevé
13980,60,5,768.82,2010-02-21 14:18:00,2011-10-10 13:34:00,United Kingdom,656,153.764,3,Achats récents occasionnels
13981,416,1,331.14,2010-10-20 10:03:00,2010-10-20 10:03:00,United Kingdom,416,331.14,1,Achats anciens à faible montant
13982,39,9,4382.89,2010-01-20 14:04:00,2011-10-31 16:24:00,United Kingdom,688,486.9877777777778,2,Actifs à montant élevé
13983,30,21,7083.25,2009-12-09 13:53:00,2011-11-10 11:06:00,United Kingdom,730,337.29761904761904,0,Champions
13984,27,12,2048.6,2009-12-07 11:51:00,2011-11-13 12:38:00,United Kingdom,733,170.71666666666667,2,Actifs à montant élevé
13985,4,22,10020.86,2010-02-09 13:56:00,2011-12-05 17:06:00,United Kingdom,668,455.49363636363637,0,Champions
13986,17,1,320.46,2011-11-22 15:00:00,2011-11-22 15:00:00,United Kingdom,17,320.46,3,Achats récents occasionnels
13987,380,2,682.54,2010-11-04 09:54:00,2010-11-25 10:20:00,United Kingdom,401,341.27,4,Achats anciens
13988,20,8,4757.8,2010-03-24 11:05:00,2011-11-20 10:15:00,United Kingdom,626,594.725,2,Actifs à montant élevé
13989,66,5,2026.06,2010-05-25 12:13:00,2011-10-05 09:47:00,United Kingdom,564,405.212,2,Actifs à montant élevé
13990,213,1,311.3,2011-05-10 15:19:00,2011-05-10 15:19:00,United Kingdom,213,311.3,1,Achats anciens à faible montant
13991,12,6,852.88,2011-07-19 12:58:00,2011-11-27 16:18:00,United Kingdom,143,142.14666666666668,3,Achats récents occasionnels
13992,30,3,219.5,2010-09-02 17:04:00,2011-11-09 15:23:00,United Kingdom,463,73.16666666666667,3,Achats récents occasionnels
13993,43,19,6775.71,2009-12-03 11:57:00,2011-10-28 09:06:00,United Kingdom,737,356.6163157894737,0,Champions
13994,4,6,2274.14,2011-07-14 18:28:00,2011-12-06 11:05:00,United Kingdom,148,379.0233333333333,2,Actifs à montant élevé
13995,15,14,3902.01,2009-12-18 12:43:00,2011-11-24 14:22:00,United Kingdom,722,278.71500000000003,0,Champions
13996,386,2,895.76,2010-11-05 15:07:00,2010-11-18 16:27:00,United Kingdom,399,447.88,4,Achats anciens
13997,519,3,376.46,2010-06-07 17:33:00,2010-07-08 18:06:00,United Kingdom,550,125.48666666666666,4,Achats anciens
13998,447,3,566.7,2010-05-12 13:18:00,2010-09-19 10:20:00,United Kingdom,576,188.9,4,Achats anciens
13999,10,29,9502.26,2009-12-05 12:42:00,2011-11-29 13:40:00,United Kingdom,735,327.6641379310345,0,Champions
14000,211,5,2046.3400000000001,2009-12-02 09:50:00,2011-05-12 16:50:00,United Kingdom,738,409.26800000000003,4,Achats anciens
14001,46,9,4530.09,2010-08-03 12:49:00,2011-10-25 10:31:00,United Kingdom,494,503.34333333333336,2,Actifs à montant élevé
14002,134,2,529.73,2011-07-06 14:59:00,2011-07-28 15:55:00,United Kingdom,156,264.865,4,Achats anciens
14003,733,1,209.41,2009-12-07 08:53:00,2009-12-07 08:53:00,United Kingdom,733,209.41,1,Achats anciens à faible montant
14004,43,11,6258.45,2010-09-30 09:39:00,2011-10-27 14:40:00,United Kingdom,436,568.9499999999999,2,Actifs à montant élevé
14005,10,5,2874.72,2011-05-08 10:33:00,2011-11-30 12:41:00,United Kingdom,216,574.944,2,Actifs à montant élevé
14006,116,7,2196.67,2010-02-25 09:45:00,2011-08-16 09:39:00,United Kingdom,653,313.81,2,Actifs à montant élevé
14007,513,1,79.48,2010-07-15 09:06:00,2010-07-15 09:06:00,United Kingdom,513,79.48,1,Achats anciens à faible montant
14008,432,1,509.04,2010-10-03 13:09:00,2010-10-03 13:09:00,United Kingdom,432,509.04,1,Achats anciens à faible montant
14009,198,3,1099.91,2010-09-03 12:08:00,2011-05-25 15:47:00,United Kingdom,463,366.6366666666667,4,Achats anciens
14010,565,2,445.15,2010-05-23 12:46:00,2010-05-23 13:00:00,United Kingdom,566,222.575,1,Achats anciens à faible montant
14011,480,2,457.82,2010-04-11 13:40:00,2010-08-16 15:31:00,United Kingdom,607,228.91,1,Achats anciens à faible montant
14012,278,1,328.8,2011-03-07 12:26:00,2011-03-07 12:26:00,United Kingdom,278,328.8,1,Achats anciens à faible montant
14013,110,5,1084.57,2010-03-26 10:02:00,2011-08-21 15:01:00,United Kingdom,624,216.914,4,Achats anciens
14014,77,3,1948.21,2010-05-12 09:04:00,2011-09-23 13:18:00,United Kingdom,577,649.4033333333333,4,Achats anciens
14015,53,1,917.34,2011-10-18 10:02:00,2011-10-18 10:02:00,United Kingdom,53,917.34,3,Achats récents occasionnels
14016,162,11,11403.41,2010-01-08 14:12:00,2011-07-01 11:29:00,EIRE,700,1036.6736363636364,2,Actifs à montant élevé
14017,571,1,229.75,2010-05-17 14:52:00,2010-05-17 14:52:00,United Kingdom,571,229.75,1,Achats anciens à faible montant
14018,645,1,367.15000000000003,2010-03-04 14:23:00,2010-03-04 14:23:00,United Kingdom,645,367.15000000000003,1,Achats anciens à faible montant
14019,47,3,1421.61,2011-07-24 15:39:00,2011-10-24 10:13:00,United Kingdom,138,473.86999999999995,3,Achats récents occasionnels
14020,17,4,1249.01,2010-06-28 15:29:00,2011-11-23 09:22:00,United Kingdom,529,312.2525,3,Achats récents occasionnels
14021,155,7,1716.58,2010-04-26 11:22:00,2011-07-07 15:46:00,United Kingdom,593,245.22571428571428,4,Achats anciens
14022,225,2,792.15,2010-08-10 09:38:00,2011-04-28 14:39:00,United Kingdom,487,396.075,4,Achats anciens
14023,7,2,584.07,2011-04-03 15:50:00,2011-12-02 13:58:00,United Kingdom,250,292.035,3,Achats récents occasionnels
14024,122,3,645.74,2010-11-14 10:51:00,2011-08-10 11:30:00,United Kingdom,391,215.24666666666667,4,Achats anciens
14025,465,8,4057.9,2010-05-05 09:56:00,2010-09-01 10:11:00,United Kingdom,584,507.2375,4,Achats anciens
14026,471,2,713.11,2010-03-24 14:10:00,2010-08-26 10:31:00,United Kingdom,625,356.555,4,Achats anciens
14027,61,1,104.82,2011-10-10 09:01:00,2011-10-10 09:01:00,United Kingdom,61,104.82,1,Achats anciens à faible montant
14028,550,3,10396.5,2010-06-07 12:02:00,2010-06-07 13:33:00,United Kingdom,551,3465.5,4,Achats anciens
14029,63,2,467.66,2011-07-18 16:57:00,2011-10-07 14:46:00,United Kingdom,144,233.83,3,Achats récents occasionnels
14030,18,20,8198.3,2009-12-10 17:27:00,2011-11-21 16:48:00,United Kingdom,729,409.91499999999996,0,Champions
14031,7,44,40919.58,2009-12-03 15:35:00,2011-12-02 17:13:00,United Kingdom,736,929.9904545454546,0,Champions
14032,2,16,4850.2699999999995,2009-12-14 12:02:00,2011-12-07 15:23:00,United Kingdom,726,303.14187499999997,0,Champions
14033,555,1,109.44,2010-06-02 15:10:00,2010-06-02 15:10:00,United Kingdom,555,109.44,1,Achats anciens à faible montant
14034,22,3,648.89,2011-07-05 13:06:00,2011-11-17 14:02:00,United Kingdom,157,216.29666666666665,3,Achats récents occasionnels
14035,29,9,2794.75,2010-04-06 12:39:00,2011-11-11 10:03:00,United Kingdom,613,310.52777777777777,2,Actifs à montant élevé
14036,285,1,626.65,2011-02-28 09:26:00,2011-02-28 09:26:00,United Kingdom,285,626.65,1,Achats anciens à faible montant
14037,176,6,836.95,2009-12-07 11:39:00,2011-06-16 13:57:00,United Kingdom,733,139.49166666666667,4,Achats anciens
14038,78,5,3069.88,2010-02-04 08:56:00,2011-09-22 13:37:00,United Kingdom,674,613.976,2,Actifs à montant élevé
14039,33,2,267.28000000000003,2010-05-13 10:15:00,2011-11-06 13:48:00,United Kingdom,576,133.64000000000001,3,Achats récents occasionnels
14040,41,35,12523.81,2009-12-01 12:14:00,2011-10-30 12:42:00,United Kingdom,739,357.82314285714284,0,Champions
14041,266,1,141.41,2011-03-18 13:25:00,2011-03-18 13:25:00,United Kingdom,266,141.41,1,Achats anciens à faible montant
14042,725,1,431.98,2009-12-14 15:07:00,2009-12-14 15:07:00,United Kingdom,725,431.98,1,Achats anciens à faible montant
14043,491,2,302.6,2009-12-10 15:56:00,2010-08-05 18:18:00,United Kingdom,729,151.3,1,Achats anciens à faible montant
14044,27,10,3077.7,2010-01-24 15:14:00,2011-11-13 12:05:00,United Kingdom,684,307.77,2,Actifs à montant élevé
14045,109,16,11313.029999999999,2010-01-08 10:08:00,2011-08-22 15:27:00,United Kingdom,701,707.0643749999999,2,Actifs à montant élevé
14046,284,1,154.99,2011-02-28 14:48:00,2011-02-28 14:48:00,United Kingdom,284,154.99,1,Achats anciens à faible montant
14047,9,14,4255.03,2010-02-01 10:05:00,2011-12-01 11:43:00,United Kingdom,677,303.93071428571426,0,Champions
14048,305,3,748.69,2010-11-22 14:08:00,2011-02-07 14:53:00,United Kingdom,382,249.56333333333336,4,Achats anciens
14049,17,13,13023.4,2010-04-01 14:52:00,2011-11-23 12:20:00,United Kingdom,617,1001.8,0,Champions
14050,32,2,746.36,2011-08-25 13:46:00,2011-11-08 10:00:00,United Kingdom,106,373.18,3,Achats récents occasionnels
14051,1,37,22394.4,2009-12-03 11:53:00,2011-12-09 10:20:00,United Kingdom,737,605.2540540540541,0,Champions
14052,20,2,466.66,2010-11-14 11:37:00,2011-11-20 12:30:00,United Kingdom,391,233.33,3,Achats récents occasionnels
14053,124,4,572.3,2010-08-10 11:02:00,2011-08-07 14:27:00,United Kingdom,487,143.075,4,Achats anciens
14054,65,1,92.46,2011-10-05 15:49:00,2011-10-05 15:49:00,United Kingdom,65,92.46,1,Achats anciens à faible montant
14055,106,3,1520.96,2009-12-16 15:11:00,2011-08-25 15:04:00,United Kingdom,723,506.9866666666667,4,Achats anciens
14056,1,23,8152.71,2011-02-28 15:19:00,2011-12-08 13:36:00,United Kingdom,284,354.46565217391304,0,Champions
14057,24,22,8346.66,2009-12-03 13:17:00,2011-11-16 10:32:00,United Kingdom,736,379.39363636363635,0,Champions
14058,463,2,469.19,2010-06-27 11:29:00,2010-09-03 09:31:00,United Kingdom,531,234.595,1,Achats anciens à faible montant
14059,267,1,183.6,2011-03-18 10:06:00,2011-03-18 10:06:00,United Kingdom,267,183.6,1,Achats anciens à faible montant
14060,5,30,9519.08,2010-03-11 09:47:00,2011-12-05 12:29:00,United Kingdom,639,317.30266666666665,0,Champions
14061,507,3,917.4300000000001,2009-12-01 18:03:00,2010-07-20 17:22:00,United Kingdom,738,305.81,4,Achats anciens
14062,10,24,25585.65,2009-12-10 14:28:00,2011-11-30 10:04:00,United Kingdom,729,1066.0687500000001,0,Champions
14063,438,9,22710.2,2009-12-08 13:46:00,2010-09-27 16:18:00,United Kingdom,731,2523.355555555556,2,Actifs à montant élevé
14064,29,15,3260.24,2010-01-21 13:22:00,2011-11-10 13:14:00,United Kingdom,687,217.3493333333333,2,Actifs à montant élevé
14065,389,3,891.02,2010-10-04 12:03:00,2010-11-15 16:13:00,United Kingdom,432,297.00666666666666,4,Achats anciens
14066,267,1,152.55,2011-03-18 12:21:00,2011-03-18 12:21:00,United Kingdom,267,152.55,1,Achats anciens à faible montant
14067,64,2,374.7,2011-09-04 12:00:00,2011-10-07 10:21:00,United Kingdom,97,187.35,3,Achats récents occasionnels
14068,320,4,1516.72,2010-01-31 10:10:00,2011-01-23 16:02:00,United Kingdom,678,379.18,4,Achats anciens
14069,515,2,225.81,2010-05-27 12:30:00,2010-07-13 12:12:00,United Kingdom,562,112.905,1,Achats anciens à faible montant
14070,685,1,321.6,2010-01-24 12:27:00,2010-01-24 12:27:00,United Kingdom,685,321.6,1,Achats anciens à faible montant
14071,4,8,1437.57,2011-03-20 11:33:00,2011-12-06 12:27:00,United Kingdom,265,179.69625,2,Actifs à montant élevé
14072,667,1,390.85,2010-02-11 12:31:00,2010-02-11 12:31:00,United Kingdom,667,390.85,1,Achats anciens à faible montant
14073,32,1,151.04,2011-11-07 15:49:00,2011-11-07 15:49:00,United Kingdom,32,151.04,3,Achats récents occasionnels
14074,623,1,219.39999999999998,2010-03-26 13:55:00,2010-03-26 13:55:00,United Kingdom,623,219.39999999999998,1,Achats anciens à faible montant
14075,5,6,1734.87,2010-06-16 14:47:00,2011-12-05 08:38:00,United Kingdom,541,289.145,2,Actifs à montant élevé
14076,129,1,118.67,2011-08-02 15:19:00,2011-08-02 15:19:00,United Kingdom,129,118.67,1,Achats anciens à faible montant
14077,41,6,615.0799999999999,2010-11-09 16:01:00,2011-10-30 12:35:00,United Kingdom,395,102.51333333333332,3,Achats récents occasionnels
14078,102,9,1689.71,2010-03-28 15:05:00,2011-08-30 12:16:00,United Kingdom,621,187.74555555555557,2,Actifs à montant élevé
14079,125,2,618.73,2010-01-26 17:19:00,2011-08-07 12:10:00,United Kingdom,682,309.365,4,Achats anciens
14080,33,5,1115.68,2009-12-02 15:01:00,2011-11-07 11:09:00,United Kingdom,737,223.13600000000002,2,Actifs à montant élevé
14081,302,10,5291.09,2009-12-10 18:27:00,2011-02-10 16:17:00,United Kingdom,729,529.109,2,Actifs à montant élevé
14082,365,2,413.36,2010-11-12 11:47:00,2010-12-10 11:02:00,United Kingdom,393,206.68,1,Achats anciens à faible montant
14083,4,11,1376.2,2009-12-18 11:34:00,2011-12-05 13:14:00,United Kingdom,722,125.10909090909091,2,Actifs à montant élevé
14084,512,1,150.5,2010-07-15 14:36:00,2010-07-15 14:36:00,United Kingdom,512,150.5,1,Achats anciens à faible montant
14085,2,33,10028.72,2009-12-08 13:41:00,2011-12-07 13:46:00,United Kingdom,731,303.90060606060604,0,Champions
14086,463,1,39.95,2010-09-03 10:52:00,2010-09-03 10:52:00,United Kingdom,463,39.95,1,Achats anciens à faible montant
14087,3,3,829.47,2009-12-04 15:27:00,2011-12-07 12:41:00,United Kingdom,735,276.49,3,Achats récents occasionnels
14088,10,16,64036.8,2010-10-14 19:46:00,2011-11-29 16:16:00,United Kingdom,421,4002.3,0,Champions
14089,57,1,158.75,2011-10-14 10:38:00,2011-10-14 10:38:00,United Kingdom,57,158.75,1,Achats anciens à faible montant
14090,325,1,76.32000000000001,2011-01-19 10:51:00,2011-01-19 10:51:00,United Kingdom,325,76.32000000000001,1,Achats anciens à faible montant
14091,654,2,9530.08,2010-01-10 13:41:00,2010-02-23 15:17:00,United Kingdom,698,4765.04,4,Achats anciens
14092,8,24,7229.45,2009-12-16 16:24:00,2011-12-02 12:13:00,United Kingdom,723,301.2270833333333,0,Champions
14093,12,1,433.86,2011-11-27 16:27:00,2011-11-27 16:27:00,United Kingdom,12,433.86,3,Achats récents occasionnels
14094,440,1,311.77,2010-09-26 11:58:00,2010-09-26 11:58:00,United Kingdom,440,311.77,1,Achats anciens à faible montant
14095,723,1,2.95,2009-12-17 12:49:00,2009-12-17 12:49:00,United Kingdom,723,2.95,1,Achats anciens à faible montant
14096,4,17,65164.79,2011-08-30 10:49:00,2011-12-05 17:17:00,United Kingdom,102,3833.2229411764706,0,Champions
14097,481,2,422.85999999999996,2010-03-04 10:46:00,2010-08-15 14:20:00,United Kingdom,646,211.42999999999998,1,Achats anciens à faible montant
14098,37,1,147.35,2011-11-03 10:13:00,2011-11-03 10:13:00,United Kingdom,37,147.35,3,Achats récents occasionnels
14099,16,20,5750.91,2009-12-10 11:55:00,2011-11-23 13:53:00,United Kingdom,730,287.5455,0,Champions
14100,138,1,191.95000000000002,2011-07-25 11:01:00,2011-07-25 11:01:00,United Kingdom,138,191.95000000000002,1,Achats anciens à faible montant
14101,74,13,9961.93,2010-03-28 13:36:00,2011-09-27 12:28:00,United Kingdom,621,766.3023076923077,2,Actifs à montant élevé
14102,5,5,1105.8799999999999,2011-10-26 12:46:00,2011-12-04 15:38:00,United Kingdom,45,221.176,3,Achats récents occasionnels
14104,155,5,743.53,2010-05-28 16:11:00,2011-07-08 12:50:00,United Kingdom,560,148.706,4,Achats anciens
14105,239,5,5988.83,2009-12-18 16:57:00,2011-04-14 17:58:00,United Kingdom,721,1197.766,4,Achats anciens
14106,737,1,214.79999999999998,2009-12-02 14:09:00,2009-12-02 14:09:00,United Kingdom,737,214.79999999999998,1,Achats anciens à faible montant
